"","id","nombre","tipo","administracao_direta","institucion_padre_id","sigla","codigo","activa","data_criacao_lei","data_ativacao","data_inativacao","data_edicao","natureza_juridica_id","justificativa_inativacao_id","justificativa_outros","sigla_nome","nome","nome_home","grupo_ativo","situacao"
"79",1189,"Fundação Universidade Federal do Tocantins","orgao",0,549,"UFT","52702",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFT - Fundação Universidade Federal do Tocantins","Fundação Universidade Federal do Tocantins","UFT - Fundação Universidade Federal do Tocantins (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"80",1209,"Fundação Universidade Federal do Vale do São Francisco","orgao",0,549,"UNIVASF","69624",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UNIVASF - Fundação Universidade Federal do Vale do São Francisco","Fundação Universidade Federal do Vale do São Francisco","UNIVASF - Fundação Universidade Federal do Vale do São Francisco (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"81",1054,"Fundo Nacional de Desenvolvimento da Educação","orgao",0,549,"FNDE","253",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"FNDE - Fundo Nacional de Desenvolvimento da Educação","Fundo Nacional de Desenvolvimento da Educação","FNDE - Fundo Nacional de Desenvolvimento da Educação (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"82",512,"Gabinete de Segurança Institucional da Presidência da República","orgao",1,NA,"GSI/PR","27",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"GSI/PR - Gabinete de Segurança Institucional da Presidência da República","Gabinete de Segurança Institucional da Presidência da República","GSI/PR - Gabinete de Segurança Institucional da Presidência da República (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"83",1013,"Hospital das Forças Armadas","orgao",1,679,"HFA","35",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"HFA - Hospital das Forças Armadas","Hospital das Forças Armadas","HFA - Hospital das Forças Armadas (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"84",1427,"Infra S/A","orgao",0,1411,"Infra S/A","1800",1,"2008-09-17","2023-08-17",NA,NA,38,NA,NA,"Infra S/A - Infra S/A","Infra S/A","Infra S/A - Infra S/A (desde 17/08/2023) - Ativo","Órgãos/Entidades ativos","ativo"
"85",1052,"Instituto Benjamin Constant","orgao",1,549,"IBC","251",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IBC - Instituto Benjamin Constant","Instituto Benjamin Constant","IBC - Instituto Benjamin Constant (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"86",1242,"Instituto Brasileiro de Museus","orgao",0,714,"IBRAM","100584",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IBRAM - Instituto Brasileiro de Museus","Instituto Brasileiro de Museus","IBRAM - Instituto Brasileiro de Museus (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"87",1145,"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis","orgao",0,647,"IBAMA","1812",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis","Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis","IBAMA - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"88",1232,"Instituto Chico Mendes de Conservação da Biodiversidade","orgao",0,647,"ICMBio","91842",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade","Instituto Chico Mendes de Conservação da Biodiversidade","ICMBio - Instituto Chico Mendes de Conservação da Biodiversidade (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"89",1004,"Instituto de Pesquisa Econômica Aplicada","orgao",0,854,"IPEA","7",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IPEA - Instituto de Pesquisa Econômica Aplicada","Instituto de Pesquisa Econômica Aplicada","IPEA - Instituto de Pesquisa Econômica Aplicada (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"90",1146,"Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","orgao",0,647,"JBRJ","1913",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"JBRJ - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","JBRJ - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"91",1154,"Instituto do Patrimônio Histórico e Artístico Nacional","orgao",0,714,"IPHAN","2045",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IPHAN - Instituto do Patrimônio Histórico e Artístico Nacional","Instituto do Patrimônio Histórico e Artístico Nacional","IPHAN - Instituto do Patrimônio Histórico e Artístico Nacional (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"92",1263,"Instituto Federal de Educação, Ciência e Tecnologia Baiano","orgao",0,549,"IF BAIANO","100920",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IF BAIANO - Instituto Federal de Educação, Ciência e Tecnologia Baiano","Instituto Federal de Educação, Ciência e Tecnologia Baiano","IF BAIANO - Instituto Federal de Educação, Ciência e Tecnologia Baiano (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"93",1262,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense","orgao",0,549,"IFC","100919",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFC - Instituto Federal de Educação, Ciência e Tecnologia Catarinense","Instituto Federal de Educação, Ciência e Tecnologia Catarinense","IFC - Instituto Federal de Educação, Ciência e Tecnologia Catarinense (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"94",1093,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia","orgao",0,549,"IFBA","444",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFBA - Instituto Federal de Educação, Ciência e Tecnologia da Bahia","Instituto Federal de Educação, Ciência e Tecnologia da Bahia","IFBA - Instituto Federal de Educação, Ciência e Tecnologia da Bahia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"95",1248,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba","orgao",0,549,"IFPB","100905",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFPB - Instituto Federal de Educação, Ciência e Tecnologia da Paraíba","Instituto Federal de Educação, Ciência e Tecnologia da Paraíba","IFPB - Instituto Federal de Educação, Ciência e Tecnologia da Paraíba (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"96",1243,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas","orgao",0,549,"IFAL","100900",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFAL - Instituto Federal de Educação, Ciência e Tecnologia de Alagoas","Instituto Federal de Educação, Ciência e Tecnologia de Alagoas","IFAL - Instituto Federal de Educação, Ciência e Tecnologia de Alagoas (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"97",1236,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília","orgao",0,549,"IFB","94430",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFB - Instituto Federal de Educação, Ciência e Tecnologia de Brasília","Instituto Federal de Educação, Ciência e Tecnologia de Brasília","IFB - Instituto Federal de Educação, Ciência e Tecnologia de Brasília (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"98",1096,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás","orgao",0,549,"IFG","451",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFG - Instituto Federal de Educação, Ciência e Tecnologia de Goiás","Instituto Federal de Educação, Ciência e Tecnologia de Goiás","IFG - Instituto Federal de Educação, Ciência e Tecnologia de Goiás (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"99",1259,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso","orgao",0,549,"IFMT","100916",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFMT - Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso","Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso","IFMT - Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"100",1247,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul","orgao",0,549,"IFMS","100904",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFMS - Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul","Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul","IFMS - Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"101",1257,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais","orgao",0,549,"IFMG","100914",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFMG - Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais","Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais","IFMG - Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"102",1265,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco","orgao",0,549,"IFPE","100922",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFPE - Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco","Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco","IFPE - Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"103",1250,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia","orgao",0,549,"IFRO","100907",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFRO - Instituto Federal de Educação, Ciência e Tecnologia de Rondônia","Instituto Federal de Educação, Ciência e Tecnologia de Rondônia","IFRO - Instituto Federal de Educação, Ciência e Tecnologia de Rondônia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"104",1162,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima","orgao",0,549,"IFRR","3561",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFRR - Instituto Federal de Educação, Ciência e Tecnologia de Roraima","Instituto Federal de Educação, Ciência e Tecnologia de Roraima","IFRR - Instituto Federal de Educação, Ciência e Tecnologia de Roraima (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"105",1099,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina","orgao",0,549,"IFSC","455",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFSC - Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina","Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina","IFSC - Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"106",1097,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","orgao",0,549,"IFSP","453",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFSP - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","IFSP - Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"107",1252,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe","orgao",0,549,"IFS","100909",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFS - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe","Instituto Federal de Educação, Ciência e Tecnologia de Sergipe","IFS - Instituto Federal de Educação, Ciência e Tecnologia de Sergipe (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"108",1234,"Instituto Federal de Educação, Ciência e Tecnologia do Acre","orgao",0,549,"IFAC","94427",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFAC - Instituto Federal de Educação, Ciência e Tecnologia do Acre","Instituto Federal de Educação, Ciência e Tecnologia do Acre","IFAC - Instituto Federal de Educação, Ciência e Tecnologia do Acre (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"109",1235,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá","orgao",0,549,"IFAP","94428",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFAP - Instituto Federal de Educação, Ciência e Tecnologia do Amapá","Instituto Federal de Educação, Ciência e Tecnologia do Amapá","IFAP - Instituto Federal de Educação, Ciência e Tecnologia do Amapá (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"110",1253,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","orgao",0,549,"IFAM","100910",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFAM - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","IFAM - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"111",1254,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará","orgao",0,549,"IFCE","100911",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFCE - Instituto Federal de Educação, Ciência e Tecnologia do Ceará","Instituto Federal de Educação, Ciência e Tecnologia do Ceará","IFCE - Instituto Federal de Educação, Ciência e Tecnologia do Ceará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"112",1255,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo","orgao",0,549,"IFES","100912",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFES - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo","Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo","IFES - Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"113",1264,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão","orgao",0,549,"IFMA","100921",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFMA - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão","Instituto Federal de Educação, Ciência e Tecnologia do Maranhão","IFMA - Instituto Federal de Educação, Ciência e Tecnologia do Maranhão (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"114",1244,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais","orgao",0,549,"IFNMG","100901",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFNMG - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais","Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais","IFNMG - Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"115",1260,"Instituto Federal de Educação, Ciência e Tecnologia do Pará","orgao",0,549,"IFPA","100917",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFPA - Instituto Federal de Educação, Ciência e Tecnologia do Pará","Instituto Federal de Educação, Ciência e Tecnologia do Pará","IFPA - Instituto Federal de Educação, Ciência e Tecnologia do Pará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"116",1188,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná","orgao",0,549,"IFPR","49103",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFPR - Instituto Federal de Educação, Ciência e Tecnologia do Paraná","Instituto Federal de Educação, Ciência e Tecnologia do Paraná","IFPR - Instituto Federal de Educação, Ciência e Tecnologia do Paraná (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"117",1091,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí","orgao",0,549,"IFPI","434",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFPI - Instituto Federal de Educação, Ciência e Tecnologia do Piauí","Instituto Federal de Educação, Ciência e Tecnologia do Piauí","IFPI - Instituto Federal de Educação, Ciência e Tecnologia do Piauí (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"118",1266,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro","orgao",0,549,"IFRJ","100930",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFRJ - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro","Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro","IFRJ - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"119",1092,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","orgao",0,549,"IFRN","439",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFRN - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","IFRN - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"120",1261,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul","orgao",0,549,"IFRS","100918",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFRS - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul","Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul","IFRS - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"121",1182,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano","orgao",0,549,"IFSERPE","46784",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFSERPE - Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano","Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano","IFSERPE - Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"122",1245,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais","orgao",0,549,"IFSUDMG","100902",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFSUDMG - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais","Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais","IFSUDMG - Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"123",1258,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais","orgao",0,549,"IFSULMG","100915",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFSULMG - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais","IFSULMG - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"124",1251,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins","orgao",0,549,"IFTO","100908",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFTO - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins","Instituto Federal de Educação, Ciência e Tecnologia do Tocantins","IFTO - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"125",1246,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro","orgao",0,549,"IFTM","100903",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFTM - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro","Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro","IFTM - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"126",1249,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha","orgao",0,549,"IFFAR","100906",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"IFFAR - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha","Instituto Federal de Educação, Ciência e Tecnologia Farroupilha","IFFAR - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
